"id","nombre","resumen","telefono","tamano","ubicaciones","fundacion","sector","sitio_web","sede","especialidades","codigo_postal","ciudad","empleados","url"
33162,"Medigroup del Pacífico","Nuestro compromiso es satisfacer las necesidades de nuestros clientes con productos para la salud a través de un Sistema de Gestión de Calidad apegado a los requerimientos legales y reglamentarios.",,"51-200 employees","{""1"": {""Dirección"": ""Av de la Voluntad #1100, Culiacán, Sinaloa 80020, MX""}}","2004","[""Wholesale Drugs and Sundries""]","[""https://medigroup.com.mx/\n      \n\nExternal link for Medigroup del Pacífico""]","[""Culiacán, Sinaloa""]","[]","{""1"": ""80020""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Moisés Soto"", ""Cargo"": ""Director Comercial \nMedigroup del Pacífico"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQF1a1Puph8oVA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1728503239482?e=2147483647&v=beta&t=fjE43OF919QTkE4zst1no9zu7XSXWxBxmY9i6zZ0D1U"", ""Perfil"": ""https://mx.linkedin.com/in/mois%C3%A9s-soto-b387aa92?trk=org-employees""}, {""Nombre"": ""Diocelin Valdez"", ""Cargo"": ""Licenciada en administración con experiencia en contratos, crédito y cobranza, licitaciones y ventas."", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4D03AQGlwIu1RArIvw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1676752870974?e=2147483647&v=beta&t=UPbiKyrDJvTTmTISpWZdCOu28HKClt2THTneKmm7n58"", ""Perfil"": ""https://mx.linkedin.com/in/diocelin-valdez-0a426a1bb?trk=org-employees""}, {""Nombre"": ""Judith Ibarra"", ""Cargo"": ""--"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQHH7F66zEosqw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1728505135834?e=2147483647&v=beta&t=XWjyOeLoXUkMoqXm5G64_yRMFoXOxNsHQSZZFHccb_Q"", ""Perfil"": ""https://mx.linkedin.com/in/judithibarra?trk=org-employees""}, {""Nombre"": ""Selene Cortes"", ""Cargo"": ""Ejecutivo de servicio y atencion a clientes en Farmacéuticos Maypo"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQEEEQJefkD2Rw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1660175056611?e=2147483647&v=beta&t=J25jDFWMcfRuaefOt5eFD0zlCb53kFXNZb8u4-FbTxQ"", ""Perfil"": ""https://mx.linkedin.com/in/selene-cortes-017586248?trk=org-employees""}]","https://www.linkedin.com/company/medigroupdelpacifico/"
33163,"Rodeli Growers","We are a fourth-generation company founded in 1940, dedicated to the production of vegetables such as Persian cucumber and slicer cucumber, as well as citrus like Persian lime. As growers, packers, and shippers, we uphold the highest standards of quality, and food safety in all our products.",,"51-200 employees","{""1"": {""Dirección"": ""., Culiacán, Sinaloa , MX""}}","1940","[""Farming""]","[""https://www.rodeligrowers.com/\n      \n\nExternal link for Rodeli Growers""]","[""Culiacán, Sinaloa""]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Santiago Rodarte Soto"", ""Cargo"": ""Ingeniero agricultor en Rodeli Growers"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQEwTLhl_aSKyA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1730251971460?e=2147483647&v=beta&t=tiH75mExznef6CmwllKhagWSRFx_aPp4tD0S3Wy7Sww"", ""Perfil"": ""https://mx.linkedin.com/in/santiago-rodarte-soto-595816335?trk=org-employees""}]","https://www.linkedin.com/company/rodeli-growers/"
33164,"Algo Dulce Postres","Somos una empresa de repostería con el objetivo de brindar productos con ingredientes de la más alta calidad con sabores únicos.",,"51-200 employees","{""1"": {""Dirección"": ""Culiacán, Sinaloa 80030, MX""}}","2015","[""Food and Beverage Services""]","[""https://algodulce.com.mx/\n      \n\nExternal link for Algo Dulce Postres""]","[""Culiacán, Sinaloa""]","[]","{""1"": ""80030""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Krystal Ochoa"", ""Cargo"": ""encargada de decoracion en algo dulce"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQFkSzSvKsdHUw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1618675213725?e=2147483647&v=beta&t=8oZzji1wzM_5hkHEJCuCldIdQmnx3wBaPUYFsM4xC9s"", ""Perfil"": ""https://mx.linkedin.com/in/krystal-ochoa-a61061210?trk=org-employees""}, {""Nombre"": ""Gabriela Fonseca"", ""Cargo"": ""Community Manager"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQHYw3wRxXSLmw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1688147386745?e=2147483647&v=beta&t=xdpRrcYzEevTdJHsfsh9HGTW7YNm_fDrTKcLS68LXh4"", ""Perfil"": ""https://mx.linkedin.com/in/gabriela-fonseca-61b16621b?trk=org-employees""}, {""Nombre"": ""Marcela Norzagaray"", ""Cargo"": ""Chef innovador en Algo Dulce Postres"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQFY9ERv0yPetw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1663124605639?e=2147483647&v=beta&t=_BWMJEHA-iPSTNYk7CIdKbehyNNgOE069gb98kYnrrg"", ""Perfil"": ""https://mx.linkedin.com/in/marcela-norzagaray-8b7361250?trk=org-employees""}, {""Nombre"": ""Nadey Peraza"", ""Cargo"": ""Servicio al cliente: caja en Algo Dulce Postres"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQGyy4llmzK1qQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1697553504351?e=2147483647&v=beta&t=XP5W2BqMkBEskW3yyuAUnrek_XScSaSXBhb8erGHez4"", ""Perfil"": ""https://mx.linkedin.com/in/nadey-peraza-51a6aa296?trk=org-employees""}]","https://www.linkedin.com/company/algo-dulce-postres/"
33165,"UNIFORMES LIZAO","UNIFORMES LIZAO is an apparel & fashion company based out of Culiacán Rosales, Mexico.",,"51-200 employees","{""1"": {""Dirección"": ""Cristóbal Colon 925 Pte. Col. Centro, Culiacán, Sinaloa, Culiacán, Sinaloa 80000, MX""}, ""2"": {""Dirección"": ""CALLE CRISTÓBAL COLÓN 925""}}",,"[""Retail Apparel and Fashion""]","[""https://www.lizao.mx/\n      \n\n\n\nExternal link for UNIFORMES LIZAO""]","[""Culiacán, Sinaloa""]","[]","{""1"": ""80000""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Luís Parra"", ""Cargo"": ""Bar Waiter en Lizao"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQFzt3o1SP95kg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1550352615425?e=2147483647&v=beta&t=AwOkVwwxyBwnRg8DORbba64RoVXOchZY2bwMVNgs0Fw"", ""Perfil"": ""https://mx.linkedin.com/in/lu%C3%ADs-parra-492b9417b?trk=org-employees""}, {""Nombre"": ""Omar Humberto Gutierrez Carrillo"", ""Cargo"": ""Analista de Licitaciones"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQFEgjDsQLZ9cg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1667507561805?e=2147483647&v=beta&t=Z6yhIuo8rVJSr9s8I9W9p2b6UhkPSIcZYPdc9oryG2c"", ""Perfil"": ""https://mx.linkedin.com/in/omar-humberto-gutierrez-carrillo-a38518195?trk=org-employees""}, {""Nombre"": ""Jorge Ernesto Salazar Velarde"", ""Cargo"": ""Ejecutivo de Licitaciones Públicas en Uniformes Lizao"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQG2_6DEJKVzpA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1603142092811?e=2147483647&v=beta&t=0gWGhiIFH7x-DQkZdymMo0DDT-WFh7AGn6h3n6_tk3k"", ""Perfil"": ""https://mx.linkedin.com/in/salazarvelarde?trk=org-employees""}, {""Nombre"": ""Arturo Diaz Lopez"", ""Cargo"": ""Opersdor de maquina industrial  en UNIFORMES LIZAO"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQHmEBz6Oh99oA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1593963733972?e=2147483647&v=beta&t=TUtecLJ5k6gNVdVdjBcyqbpQMGf2nlmW6F4EY2Hucdk"", ""Perfil"": ""https://mx.linkedin.com/in/arturo-diaz-lopez-897a8b1b1?trk=org-employees""}]","https://www.linkedin.com/company/uniformes-lizao/"
33166,"Gasolineras PABA","Venta de combustibles, lubricantes y aditivos al detalle y al por mayor.",,"51-200 employees","{""1"": {""Dirección"": ""Francisco Labastida Ochoa 1320 Desarrollo Urbano Tres Ríos, Culiacán, Sinaloa 80027, MX""}}","1994","[""Wholesale Petroleum and Petroleum Products""]","[""http://paba.com.mx/\n      \n\nExternal link for Gasolineras PABA""]","[""Culiacán, Sinaloa""]","[]","{""1"": ""80027""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Antonio E Avilés Flores"", ""Cargo"": ""mantenimiento en gasolineras paba"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQEUvfab8oSbmw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1602621798114?e=2147483647&v=beta&t=bE12Q4pRP6Ytxx3P1_yEXMPWqzWp-HJJDaLqCsE-AKc"", ""Perfil"": ""https://mx.linkedin.com/in/antonio-e-avil%C3%A9s-flores-1728331b9?trk=org-employees""}, {""Nombre"": ""Javier Bon Martínez"", ""Cargo"": ""Gerente de Estaciones (Gasolineras)"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4D03AQFYBDqrJWRCZg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1681943207598?e=2147483647&v=beta&t=0S4XPSCCmNH8e_Pgt7-UHTEsyCie9denzeTeTt8_aho"", ""Perfil"": ""https://mx.linkedin.com/in/javier-bon-mart%C3%ADnez-0b6278273?trk=org-employees""}, {""Nombre"": ""Antonio Mena"", ""Cargo"": ""Gerencia Comercial en Gasolineras PABA"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQEtRa92v8xh3g/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1693011871110?e=2147483647&v=beta&t=VtZJW8qlbv9K3Cqvk1UGxwdx16R68HCiWvg1jIFKTB8"", ""Perfil"": ""https://mx.linkedin.com/in/antonio-mena-915885289?trk=org-employees""}]","https://www.linkedin.com/company/gasolineras-paba/"
33167,"Mayork","MayorK® es una empresa líder en la fabricación y comercialización de playeras, con la mayor calidad del mercado por más de 20 años. Ofrecemos atención personalizada y venta a mayoreo y menudeo. Actualmente estamos dentro del mercado con 4 tiendas propias en Guadalajara, Culiacán, Puerto Vallarta y Mérida; además de 27 distribuidores alrededor de toda la república. Contamos con más de 200 personas en nuestra línea de producción y 70 personas en el área comercial.",,"51-200 employees","{""1"": {""Dirección"": ""Av. México 2494, Ladrón de Guevara, 2494, Guadalajara, Jal. 44600, MX""}, ""2"": {""Dirección"": ""Berlín 126, La Vena, 126, Puerto Vallarta, Jalisco 48320, MX""}, ""3"": {""Dirección"": ""Fray Servando Teresa de Mier, 2051-A, Culiacán, Sinaloa 80000, MX""}, ""4"": {""Dirección"": ""Cto. Colonias, Pedregales de Tanlum, 312, Mérida, Yucatán 97210, MX""}}","1997","[""Textile Manufacturing""]","[""www.mayork.com.mx\n      \n\nExternal link for Mayork""]","[""Guadalajara, Jal.""]","[""Playeras premium"","" Prendas premium"","" Playeras calidad premium"","" Playera tipo polo "","" Playera cuello redondo "","" Sudadera sustentable "","" Moda"","" Uniformes"","" Mayoreo "","" Menudeo "","" Prendas decoradas "","" Uniformes personalizados"","" and Distribución de playeras premium""]","{""1"": ""44600"", ""2"": ""48320"", ""3"": ""80000"", ""4"": ""97210""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Mayork Kids"", ""Cargo"": ""President en Mayork"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQEm5QYf_2K-Xg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517519508848?e=2147483647&v=beta&t=Xpv-nx-_kpA7rInhir-8TyOMSgwj1XD5gDnFgHSb1oE"", ""Perfil"": ""https://co.linkedin.com/in/mayork-kids-4066b6138?trk=org-employees""}, {""Nombre"": ""pablo miz"", ""Cargo"": ""bordador en Mayork"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQEvOtT3zzqLgQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1599592920688?e=2147483647&v=beta&t=qLfViz7ekG5idBSET7ldNfLfwuenzYkcNY1ig6IKIcM"", ""Perfil"": ""https://mx.linkedin.com/in/pablo-miz-969a571b5?trk=org-employees""}, {""Nombre"": ""Paula Rodríguez Ruiz"", ""Cargo"": ""Lic. en Nutrición y Ciencias de los Alimentos y Educadora en Diabetes"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQHsJpgG26_paw/profile-displayphoto-shrink_100_100/B4EZXPMSwQHMAU-/0/1742937862497?e=2147483647&v=beta&t=AvSCNtpMQ8TRlE18fHVDf8ez_lZVL5JYuQQyDb2O3ng"", ""Perfil"": ""https://mx.linkedin.com/in/paula-rodr%C3%ADguez-ruiz-b1b006228?trk=org-employees""}, {""Nombre"": ""Abdul Rahman Hassan"", ""Cargo"": ""--"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQFShNnjP-687w/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1700253349970?e=2147483647&v=beta&t=p975yLZgZF662gWr2uKRto9HZ9--65NjsgsihmCK708"", ""Perfil"": ""https://iq.linkedin.com/in/abdul-rahman-hassan-3002532a0?trk=org-employees""}]","https://www.linkedin.com/company/mayorkmx/"
33168,"CENTROS EDUCATIVOS CUALLI, A.C.","Education Administration Programs",,"51-200 employees","{""1"": {""Dirección"": ""CALLE NINGUNO 2515""}}",,"[""Primary and Secondary Education""]","[""http://www.cualli.edu.mx\n      \n\n\n\nExternal link for CENTROS EDUCATIVOS CUALLI, A.C.""]","[]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Carlos Gaxiola"", ""Cargo"": ""Artista Plástico y Diseñador Gráfico"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQHeNcankEoj0A/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517549545552?e=2147483647&v=beta&t=YwUf88DEKzTUcEHJjowDzSjpohJBCoVjsG2v9mSStZo"", ""Perfil"": ""https://mx.linkedin.com/in/carlos-gaxiola-8a645129?trk=org-employees""}, {""Nombre"": ""Brenda Zavala"", ""Cargo"": ""Profesor en Centros Educativos Cualli"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQFgjfPuYEsBCA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1516772830276?e=2147483647&v=beta&t=lVBYrQnup8cuHF3LOgOLViNv9IIsOFx9uz5j6rdWWRU"", ""Perfil"": ""https://mx.linkedin.com/in/brenda-zavala-536a257a?trk=org-employees""}, {""Nombre"": ""Magda Selene Gaxiola Angulo"", ""Cargo"": ""--"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQGLE_gT9xqEhw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1558474300834?e=2147483647&v=beta&t=zOKoCguxeKzY4fg_ODys8JLJIEg5H0PmBsg9hpWN31Y"", ""Perfil"": ""https://mx.linkedin.com/in/magda-selene-gaxiola-angulo-82769789?trk=org-employees""}, {""Nombre"": ""virginia valdez valle"", ""Cargo"": ""Directora Academica en Centros Educativos Cualli"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQEeh4xM2pIxwg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517466621448?e=2147483647&v=beta&t=OcEjmtDR6ANrLjKh3LGj_z3du4kgQM6nL0LJTumHI8w"", ""Perfil"": ""https://mx.linkedin.com/in/virginia-valdez-valle-9a0522a7?trk=org-employees""}]","https://www.linkedin.com/company/centros-educativos-cualli-a.c./"
33169,"AK Básculas","AK Básculas es una empresa de servicio con 60 años de experiencia, especializada en instrumentos para pesar y metrología, con el personal capacitado y la infraestructura necesaria para lograr la satisfacción de nuestros clientes mediante el compromiso hacia la calidad total.
Además, contamos con la venta de instrumentos de pesaje, desde microbalanzas hasta básculas de alto alcance, como lo son las básculas para camión o ferrocarril, así como el desarrollo de proyectos a la medida de sus necesidades. Contando con alcance nacional gracias a nuestros once puntos de venta en la República Mexicana.",,"51-200 employees","{""1"": {""Dirección"": ""Calle Josefina Haro 320, Insurgentes Oeste, Baja California 21280, MX""}, ""2"": {""Dirección"": ""Calle Gobernador Alfonso Gracia Gonzales #121, Ex-ejido Coahuila, Mexicali, Baja California 21360, MX""}, ""3"": {""Dirección"": ""A.V. Guillermo Prieto #3306 Esq. Gracia Gonzalez. Fracc. Cubillas, Tijuana, Baja California 22045, MX""}, ""4"": {""Dirección"": ""Blvd. Jesús García Morales 278, El Llano, Hermosillo, Sonora 83210, MX""}, ""5"": {""Dirección"": ""A.V, Vialidad Ch-P 2718, Col. El Mármol, Mármol Viejo, Chihuahua, Chihuahua 31063, MX""}, ""6"": {""Dirección"": ""Nte. 81 214, entre Heliopolis y Nilo, Claveria, Azcapotzalco, CDMX, Ciudad de México 02080, MX""}, ""7"": {""Dirección"": ""Carretera Federal Xalapa Veracruz, Km. 140 s/n Col. Amapolas, Veracruz, Veracruz 91775, MX""}, ""8"": {""Dirección"": ""Av Gral Ignacio Aldama 267, Miguel Alemán, Culiacán, Sinaloa 80200, MX""}, ""9"": {""Dirección"": ""C. Hércules 109, Nueva Libertad, Guadalupe, Nuevo León 67120, MX""}, ""10"": {""Dirección"": ""Querétaro, Querétaro, MX""}, ""11"": {""Dirección"": ""Mérida, Yucatán, MX""}, ""12"": {""Dirección"": ""Los Mochis, Sinaloa, MX""}}",,"[""Machinery Manufacturing""]","[""https://akbasculas.com/\n      \n\nExternal link for AK Básculas""]","[""Insurgentes Oeste, Baja California""]","[""Calibración de equipos de pesaje"","" Venta de equipos de pesaje"","" Reparación de equipos de pesaje"","" Automatización"","" Proyectos especiales de pesaje"","" Mantenimiento"","" ajuste y diagnóstico"","" Calibración Oficial"","" Programación"","" Accesorios y refacciones"","" Calibración de Objetos Sólidos No Normalizados"","" Calibración Oficial"","" Inspección PROFECO"","" Pólizas de servicio"","" Venta de pesas patrón"","" Calibración de pesas patrón"","" Sistemas"","" Renta"","" Alto Alcance"","" Bajo Alcance"","" and Mediano Alcance""]","{""1"": ""21280"", ""2"": ""21360"", ""3"": ""22045"", ""4"": ""83210"", ""5"": ""31063"", ""6"": ""02080"", ""7"": ""91775"", ""8"": ""80200"", ""9"": ""67120""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Jose A. Alvarez Jiménez."", ""Cargo"": ""Ingeniería industrial y de Sistemas"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQE0WTCU4sMnIQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1516783073000?e=2147483647&v=beta&t=U1c-9eHkg7DiBdXZjLS4LRAEQoauEvLTEEXVjpABroE"", ""Perfil"": ""https://mx.linkedin.com/in/jose-a-alvarez-jim%C3%A9nez-64144418?trk=org-employees""}, {""Nombre"": ""Alexia Hernandez"", ""Cargo"": ""Encargada de Remisiones en Ak Basculas"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQH2RqQojLq4Mw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1516493383101?e=2147483647&v=beta&t=DM1YlesuMq2PbE2Y14-i1tW1PMASV5GvY1dvoDZsScs"", ""Perfil"": ""https://mx.linkedin.com/in/alexia-hernandez-87045473?trk=org-employees""}, {""Nombre"": ""AK Básculas"", ""Cargo"": ""Sales And Marketing Specialist at AK Básculas"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQGYH-wCIcw4BA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1564853161598?e=2147483647&v=beta&t=fDGWYcf1Ry-PWhWGKKHcNFET3bfZWMpLlMNI_n_ockU"", ""Perfil"": ""https://mx.linkedin.com/in/ak-b%C3%A1sculas-092b7a189?trk=org-employees""}, {""Nombre"": ""Joshua Abisai Calderon Pacheco"", ""Cargo"": ""Estudiante (Contador Público)"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQFvjGfWAxOs3Q/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1574804760075?e=2147483647&v=beta&t=Be0T5tdGxvawg_AhNkAYyX7Xl4oVl3QVcOyZenIzvzc"", ""Perfil"": ""https://mx.linkedin.com/in/joshua-abisai-calderon-pacheco-869a69196?trk=org-employees""}]","https://www.linkedin.com/company/ak-b%C3%A1sculas/"
33170,"GASTELUM Y GASTELUM","Wholesale Building Materials",,"51-200 employees","{""1"": {""Dirección"": ""BOULEVARD EMILIANO ZAPATA 5305""}}",,"[""Consumer Electronics""]","[]","[]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Alejandro Hernández López"", ""Cargo"": ""Automatización y Control en Gastelum y Gastelum Electricidad, s. a. de c. v."", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQGU-4RDCCszxw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1547500202209?e=2147483647&v=beta&t=IpoER1xxbDWEpQOF7XtSQNnT21Vz2BRo8wBRBCBF6IE"", ""Perfil"": ""https://mx.linkedin.com/in/alejandro-hern%C3%A1ndez-l%C3%B3pez-a1058371?trk=org-employees""}, {""Nombre"": ""luis anguli"", ""Cargo"": ""Soporte tecnico en Gastelum y gastelum"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQGxEXLdjdwQOg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1516862459327?e=2147483647&v=beta&t=Z9Qa-YSuO0OybIF_oW5GoCDJAoxI7ezz00DXDWmp4To"", ""Perfil"": ""https://mx.linkedin.com/in/luis-anguli-450221b8?trk=org-employees""}, {""Nombre"": ""RECKER RAMIREZ"", ""Cargo"": ""Ingeniero electrónico superior en servicios electricos industriales y navales de mazatlan"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQF5BstSFxOZ0A/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1634054363054?e=2147483647&v=beta&t=4QnRsa3anv9O826mS4M4HKUEKpA5aumaZsY2icPqYhU"", ""Perfil"": ""https://mx.linkedin.com/in/recker-ramirez-4aa538129?trk=org-employees""}, {""Nombre"": ""Gildardo Alan Camacho Gastelum"", ""Cargo"": ""Ing Eléctrico"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5103AQFX5SzXAjBQHg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517996508500?e=2147483647&v=beta&t=mg_F256BJs8UzYktzl9FEVnVAd4FqFFwPyKj5-XRfGk"", ""Perfil"": ""https://mx.linkedin.com/in/gildardo-alan-camacho-gastelum-02ab08143?trk=org-employees""}]","https://www.linkedin.com/company/gastelum-y-gastelum/"
33171,"COWORKING 120","Nos dedicamos a brindar una solución a los empresarios en la  búsqueda y cambio de oficinas ofreciendo espacios en renta completamente equipados con todos los servicios incluidos / We are dedicated to providing a solution to large companies and entrepreneurs in the search and change of offices offering spaces for rent fully equipped with all services included.",,"51-200 employees","{""1"": {""Dirección"": ""Desarrollo Urbano Tres Ríos, Corporativo 120, Culiacán, Sinaloa  80020, MX""}, ""2"": {""Dirección"": ""Calle Miguel Alemán #2678 Colonia América, Tijuana, Baja California 22044, MX""}, ""3"": {""Dirección"": ""Bulevar Morelos, Colonia Zona Militar, Edificio H, Hermosillo, Sonora 83145, MX""}}","2014","[""Leasing Non-residential Real Estate""]","[""http://coworking120.com/\n      \n\nExternal link for COWORKING 120""]","[""Culiacán, Sinaloa""]","[]","{""1"": ""80020"", ""2"": ""22044"", ""3"": ""83145""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Melissa Rangel"", ""Cargo"": ""Recepcionista en COWORKING 120"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQGA7p8OBSdGPQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1727896264418?e=2147483647&v=beta&t=NnlWGbPDdzwDV9VMUrbDm1XpE5sQBIYBSBjeqlSz_4Y"", ""Perfil"": ""https://mx.linkedin.com/in/melissa-rangel-85b372279?trk=org-employees""}, {""Nombre"": ""Paola Fernandez"", ""Cargo"": ""Gerente comercial en COWORKING 120"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQGF6Vl0t2PEZA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1720633475848?e=2147483647&v=beta&t=dhg9hwGnBgpiUslax2xPOBatfaqTgEykdqa1Q773JrU"", ""Perfil"": ""https://mx.linkedin.com/in/paola-fernandez-962087313?trk=org-employees""}]","https://www.linkedin.com/company/coworking-120/"
